ds,y
2018-01-01,9.5
2018-01-02,3.0
2018-01-03,4.5
2018-01-04,4.5
2018-01-05,7.0
2018-01-06,10.0
2018-01-07,5.0
2018-01-08,7.5
2018-01-09,4.0
2018-01-10,7.0
2018-01-11,7.0
2018-01-12,7.5
2018-01-13,15.5
2018-01-14,10.5
2018-01-15,11.0
2018-01-16,2.0
2018-01-17,7.5
2018-01-18,6.0
2018-01-19,8.0
2018-01-20,16.5
2018-01-21,6.5
2018-01-22,4.5
2018-01-23,3.0
2018-01-24,9.0
2018-01-25,3.5
2018-01-26,7.5
2018-01-27,15.5
2018-01-28,10.5
2018-01-29,3.5
2018-01-30,3.0
2018-01-31,9.5
2018-02-01,6.0
2018-02-02,8.5
2018-02-03,10.5
2018-02-04,3.5
2018-02-05,5.0
2018-02-06,3.5
2018-02-07,9.5
2018-02-08,8.0
2018-02-09,10.0
2018-02-10,7.5
2018-02-11,6.5
2018-02-12,6.0
2018-02-13,8.0
2018-02-14,13.0
2018-02-15,14.5
2018-02-16,9.0
2018-02-17,9.5
2018-02-18,6.0
2018-02-19,5.0
2018-02-20,3.0
2018-02-21,2.0
2018-02-22,6.0
2018-02-23,10.5
2018-02-24,9.5
2018-02-25,4.5
2018-02-26,5.0
2018-02-27,4.0
2018-02-28,4.5
2018-03-01,5.5
2018-03-02,8.5
2018-03-03,4.0
2018-03-04,6.5
2018-03-05,3.0
2018-03-06,2.5
2018-03-07,4.0
2018-03-08,4.0
2018-03-09,10.5
2018-03-10,5.5
2018-03-11,9.0
2018-03-12,3.0
2018-03-13,1.5
2018-03-14,5.0
2018-03-15,3.0
2018-03-16,10.0
2018-03-17,4.5
2018-03-18,5.0
2018-03-19,1.5
2018-03-20,3.5
2018-03-21,5.5
2018-03-22,7.5
2018-03-23,2.5
2018-03-24,11.0
2018-03-25,13.5
2018-03-26,3.5
2018-03-27,5.0
2018-03-28,2.0
2018-03-29,8.5
2018-03-30,9.0
2018-03-31,7.0
2018-04-01,12.0
2018-04-02,1.0
2018-04-03,5.0
2018-04-04,2.0
2018-04-05,5.5
2018-04-06,2.0
2018-04-07,9.0
2018-04-08,6.5
2018-04-09,9.0
2018-04-10,5.0
2018-04-11,4.5
2018-04-12,2.5
2018-04-13,9.0
2018-04-14,11.0
2018-04-15,9.0
2018-04-16,2.5
2018-04-17,4.0
2018-04-18,7.0
2018-04-19,4.0
2018-04-20,7.5
2018-04-21,10.0
2018-04-22,7.5
2018-04-23,1.5
2018-04-24,3.0
2018-04-25,2.5
2018-04-26,3.0
2018-04-27,7.5
2018-04-28,5.5
2018-04-29,2.5
2018-04-30,2.5
2018-05-01,9.5
2018-05-02,1.5
2018-05-03,4.5
2018-05-04,10.0
2018-05-05,8.0
2018-05-06,4.0
2018-05-07,3.5
2018-05-08,1.5
2018-05-09,2.0
2018-05-10,6.5
2018-05-11,6.0
2018-05-12,11.5
2018-05-13,9.5
2018-05-14,5.5
2018-05-15,2.5
2018-05-16,3.0
2018-05-17,2.5
2018-05-18,8.5
2018-05-19,9.0
2018-05-20,6.5
2018-05-21,2.0
2018-05-22,3.5
2018-05-23,4.0
2018-05-24,5.5
2018-05-25,5.5
2018-05-26,7.0
2018-05-27,2.5
2018-05-28,6.5
2018-05-29,10.0
2018-05-30,2.5
2018-05-31,5.0
2018-06-01,7.5
2018-06-02,7.0
2018-06-03,7.5
2018-06-04,7.0
2018-06-05,2.5
2018-06-06,2.0
2018-06-07,4.0
2018-06-08,3.0
2018-06-09,2.5
2018-06-10,4.0
2018-06-11,1.0
2018-06-12,3.0
2018-06-13,5.0
2018-06-14,7.0
2018-06-15,9.5
2018-06-16,4.5
2018-06-17,10.5
2018-06-18,4.5
2018-06-19,2.5
2018-06-20,5.0
2018-06-21,3.0
2018-06-22,7.5
2018-06-23,3.0
2018-06-24,3.5
2018-06-25,4.0
2018-06-26,3.0
2018-06-27,4.5
2018-06-28,5.5
2018-06-29,12.5
2018-06-30,11.5
2018-07-01,10.5
2018-07-02,1.5
2018-07-03,5.0
2018-07-04,2.5
2018-07-05,5.0
2018-07-06,6.0
2018-07-07,9.0
2018-07-08,5.5
2018-07-09,3.0
2018-07-10,3.0
2018-07-11,6.0
2018-07-12,2.5
2018-07-13,2.0
2018-07-14,2.0
2018-07-15,3.5
2018-07-16,1.5
2018-07-17,4.0
2018-07-18,3.0
2018-07-19,4.5
2018-07-20,5.0
2018-07-21,11.5
2018-07-22,6.0
2018-07-23,0.5
2018-07-24,1.0
2018-07-25,4.5
2018-07-26,2.0
2018-07-27,5.0
2018-07-28,11.0
2018-07-29,4.0
2018-07-30,3.0
2018-07-31,4.5
2018-08-01,4.0
2018-08-02,4.0
2018-08-03,7.5
2018-08-04,6.5
2018-08-05,7.5
2018-08-06,2.5
2018-08-08,7.5
2018-08-09,7.0
2018-08-10,4.5
2018-08-11,2.5
2018-08-12,6.5
2018-08-13,2.5
2018-08-14,2.0
2018-08-15,2.5
2018-08-16,3.0
2018-08-17,6.5
2018-08-18,11.5
2018-08-19,1.5
2018-08-20,6.0
2018-08-21,3.0
2018-08-22,6.5
2018-08-23,4.0
2018-08-24,2.0
2018-08-25,6.0
2018-08-26,6.5
2018-08-27,1.0
2018-08-28,5.0
2018-08-29,4.5
2018-08-30,9.0
2018-08-31,8.0
2018-09-01,6.5
2018-09-02,4.0
2018-09-03,4.5
2018-09-04,1.5
2018-09-05,2.0
2018-09-06,5.0
2018-09-07,3.5
2018-09-08,9.5
2018-09-09,2.0
2018-09-10,3.0
2018-09-11,3.5
