ds,y
2018-01-01,4.7
2018-01-02,2.1
2018-01-03,2.4
2018-01-04,2.0
2018-01-05,6.4
2018-01-06,5.6000000000000005
2018-01-07,3.6
2018-01-08,2.2
2018-01-09,2.6
2018-01-10,4.0
2018-01-11,2.7
2018-01-12,5.800000000000001
2018-01-13,7.2
2018-01-14,5.300000000000001
2018-01-15,2.5
2018-01-16,1.7000000000000002
2018-01-17,2.9000000000000004
2018-01-18,3.8000000000000003
2018-01-19,4.6000000000000005
2018-01-20,5.800000000000001
2018-01-21,5.3
2018-01-22,1.6
2018-01-23,1.8000000000000003
2018-01-24,1.8
2018-01-25,2.6
2018-01-26,4.0
2018-01-27,5.5
2018-01-28,3.2
2018-01-29,2.1
2018-01-30,1.2
2018-01-31,2.7
2018-02-01,3.0
2018-02-02,4.6000000000000005
2018-02-03,4.5
2018-02-04,2.9000000000000004
2018-02-05,1.7000000000000002
2018-02-06,3.1
2018-02-07,4.0
2018-02-08,3.7
2018-02-09,4.800000000000001
2018-02-10,5.4
2018-02-11,3.7
2018-02-12,3.6000000000000005
2018-02-13,4.7
2018-02-14,3.7
2018-02-15,1.4000000000000001
2018-02-16,5.5
2018-02-17,4.800000000000001
2018-02-18,3.5
2018-02-19,4.0
2018-02-20,2.6
2018-02-21,4.0
2018-02-22,3.3000000000000003
2018-02-23,4.6000000000000005
2018-02-24,4.9
2018-02-25,4.2
2018-02-26,2.6
2018-02-27,2.6
2018-02-28,2.3
2018-03-01,3.7
2018-03-02,4.4
2018-03-03,5.1000000000000005
2018-03-04,2.9000000000000004
2018-03-05,2.4000000000000004
2018-03-06,1.0
2018-03-07,2.4
2018-03-08,1.3
2018-03-09,4.4
2018-03-10,4.4
2018-03-11,1.7000000000000002
2018-03-12,0.8
2018-03-13,2.7
2018-03-14,3.9
2018-03-15,2.4000000000000004
2018-03-16,5.000000000000001
2018-03-17,4.9
2018-03-18,3.4000000000000004
2018-03-19,2.3000000000000003
2018-03-20,2.0
2018-03-21,2.3000000000000003
2018-03-22,3.6
2018-03-23,4.300000000000001
2018-03-24,5.6000000000000005
2018-03-25,4.0
2018-03-26,4.300000000000001
2018-03-27,3.6000000000000005
2018-03-28,4.0
2018-03-29,7.6000000000000005
2018-03-30,5.6000000000000005
2018-03-31,4.5
2018-04-01,2.6
2018-04-02,1.8000000000000003
2018-04-03,2.6
2018-04-04,2.3
2018-04-05,1.6
2018-04-06,4.0
2018-04-07,5.8
2018-04-08,3.9000000000000004
2018-04-09,1.9000000000000004
2018-04-10,2.7
2018-04-11,3.1
2018-04-12,1.0
2018-04-13,5.4
2018-04-14,4.300000000000001
2018-04-15,3.4
2018-04-16,1.2
2018-04-17,2.4
2018-04-18,2.1
2018-04-19,1.5000000000000002
2018-04-20,4.1000000000000005
2018-04-21,2.9000000000000004
2018-04-22,2.4
2018-04-23,0.1
2018-04-24,2.5
2018-04-25,3.9000000000000004
2018-04-26,3.3000000000000003
2018-04-27,4.3
2018-04-28,4.7
2018-04-29,1.9000000000000004
2018-04-30,4.4
2018-05-01,4.6
2018-05-02,2.2
2018-05-03,1.9000000000000001
2018-05-04,4.0
2018-05-05,4.800000000000001
2018-05-06,3.4000000000000004
2018-05-07,2.3000000000000003
2018-05-08,1.0
2018-05-09,1.4
2018-05-10,2.3
2018-05-11,4.5
2018-05-12,4.4
2018-05-13,5.1000000000000005
2018-05-14,1.0
2018-05-15,2.2
2018-05-16,2.4000000000000004
2018-05-17,2.4
2018-05-18,3.6
2018-05-19,4.2
2018-05-20,3.0
2018-05-21,1.8000000000000003
2018-05-22,1.9000000000000001
2018-05-23,0.9000000000000001
2018-05-24,2.1
2018-05-25,4.0
2018-05-26,3.0000000000000004
2018-05-27,4.3
2018-05-28,4.3
2018-05-29,3.9000000000000004
2018-05-30,2.2
2018-05-31,3.4000000000000004
2018-06-01,5.4
2018-06-02,4.0
2018-06-03,3.9
2018-06-04,2.1
2018-06-05,1.8000000000000003
2018-06-06,1.6
2018-06-07,2.0
2018-06-08,3.5
2018-06-09,3.9
2018-06-10,1.4000000000000001
2018-06-11,1.2
2018-06-12,1.2
2018-06-13,3.1000000000000005
2018-06-14,5.0
2018-06-15,2.9000000000000004
2018-06-16,4.3
2018-06-17,4.3
2018-06-18,1.6
2018-06-19,0.6000000000000001
2018-06-20,3.4000000000000004
2018-06-21,2.1
2018-06-22,4.5
2018-06-23,4.0
2018-06-24,3.0000000000000004
2018-06-25,1.9000000000000001
2018-06-26,1.4000000000000001
2018-06-27,3.4000000000000004
2018-06-28,2.7
2018-06-29,3.6000000000000005
2018-06-30,3.4000000000000004
2018-07-01,2.3000000000000003
2018-07-02,1.4000000000000001
2018-07-03,1.4000000000000001
2018-07-04,1.6
2018-07-05,2.0
2018-07-06,2.6
2018-07-07,2.7
2018-07-08,2.7
2018-07-09,1.7000000000000002
2018-07-10,1.4000000000000001
2018-07-11,1.3000000000000003
2018-07-12,1.7000000000000002
2018-07-13,4.0
2018-07-14,3.6
2018-07-15,1.9000000000000001
2018-07-16,1.7000000000000002
2018-07-17,2.6
2018-07-18,2.6
2018-07-19,1.4000000000000001
2018-07-20,4.300000000000001
2018-07-21,4.2
2018-07-22,2.6
2018-07-23,1.1
2018-07-24,1.4000000000000001
2018-07-25,1.6
2018-07-26,1.8000000000000003
2018-07-27,3.1
2018-07-28,3.5000000000000004
2018-07-29,3.4000000000000004
2018-07-30,3.0000000000000004
2018-07-31,1.7000000000000002
2018-08-01,2.1
2018-08-02,1.1
2018-08-03,4.3
2018-08-04,4.4
2018-08-05,2.0
2018-08-06,1.0
2018-08-08,4.1000000000000005
2018-08-09,4.0
2018-08-10,2.1
2018-08-11,3.8000000000000003
2018-08-12,1.8000000000000003
2018-08-13,1.7000000000000002
2018-08-14,3.0000000000000004
2018-08-15,2.1
2018-08-16,1.9000000000000004
2018-08-17,3.5000000000000004
2018-08-18,3.4
2018-08-19,2.0
2018-08-20,1.8
2018-08-21,3.1000000000000005
2018-08-22,4.800000000000001
2018-08-23,1.9
2018-08-24,2.7
2018-08-25,5.3
2018-08-26,2.1
2018-08-27,1.5000000000000002
2018-08-28,2.1
2018-08-29,2.8000000000000003
2018-08-30,3.4000000000000004
2018-08-31,2.9000000000000004
2018-09-01,4.6000000000000005
2018-09-02,2.3000000000000003
2018-09-03,1.8000000000000003
2018-09-04,2.2
2018-09-05,1.2000000000000002
2018-09-06,3.0
2018-09-07,3.4000000000000004
2018-09-08,4.4
2018-09-09,3.5000000000000004
2018-09-10,2.0
2018-09-11,3.1000000000000005
2018-09-12,3.8
2018-09-13,1.4000000000000001
2018-09-14,3.6
2018-09-15,2.7
2018-09-16,1.9000000000000001
2018-09-17,0.5
