ds,y
2018-01-01,58.0
2018-01-02,10.0
2018-01-04,8.0
2018-01-05,30.0
2018-01-06,47.0
2018-01-07,28.0
2018-01-08,5.0
2018-01-09,15.0
2018-01-10,35.0
2018-01-11,23.0
2018-01-12,57.0
2018-01-13,59.0
2018-01-14,63.0
2018-01-16,22.0
2018-01-17,13.0
2018-01-18,15.0
2018-01-19,24.0
2018-01-20,55.0
2018-01-21,66.0
2018-01-22,5.0
2018-01-23,19.0
2018-01-24,17.0
2018-01-25,12.0
2018-01-26,45.0
2018-01-27,50.0
2018-01-28,28.0
2018-01-30,22.0
2018-02-01,10.0
2018-02-02,40.0
2018-02-03,39.0
2018-02-04,27.0
2018-02-05,11.0
2018-02-06,5.0
2018-02-07,21.0
2018-02-08,12.0
2018-02-09,21.0
2018-02-10,55.0
2018-02-11,43.0
2018-02-12,20.0
2018-02-13,23.0
2018-02-14,53.0
2018-02-15,53.0
2018-02-16,22.0
2018-02-17,51.0
2018-02-18,27.0
2018-02-19,32.0
2018-02-20,13.0
2018-02-21,5.0
2018-02-23,38.0
2018-02-24,33.0
2018-02-25,37.0
2018-02-26,5.0
2018-02-27,9.0
2018-02-28,21.0
2018-03-01,7.0
2018-03-02,35.0
2018-03-03,21.0
2018-03-04,46.0
2018-03-05,8.0
2018-03-06,9.0
2018-03-09,24.0
2018-03-10,30.0
2018-03-11,47.0
2018-03-12,11.0
2018-03-14,21.0
2018-03-16,32.0
2018-03-17,27.0
2018-03-18,28.0
2018-03-19,12.0
2018-03-20,17.0
2018-03-21,12.0
2018-03-22,16.0
2018-03-23,15.0
2018-03-24,45.0
2018-03-25,33.0
2018-03-26,11.0
2018-03-27,22.0
2018-03-28,17.0
2018-03-29,18.0
2018-03-30,59.0
2018-03-31,31.0
2018-04-01,44.0
2018-04-03,9.0
2018-04-05,11.0
2018-04-06,26.0
2018-04-07,58.0
2018-04-08,41.0
2018-04-10,3.0
2018-04-11,7.0
2018-04-12,5.0
2018-04-13,35.0
2018-04-14,53.0
2018-04-15,29.0
2018-04-16,13.0
2018-04-17,7.0
2018-04-18,8.0
2018-04-20,47.0
2018-04-21,44.0
2018-04-22,48.0
2018-04-23,8.0
2018-04-24,3.0
2018-04-25,14.0
2018-04-26,11.0
2018-04-27,34.0
2018-04-28,38.0
2018-04-29,39.0
2018-04-30,33.0
2018-05-01,60.0
2018-05-02,15.0
2018-05-03,7.0
2018-05-04,28.0
2018-05-05,38.0
2018-05-06,34.0
2018-05-08,9.0
2018-05-10,12.0
2018-05-11,26.0
2018-05-12,53.0
2018-05-13,73.0
2018-05-15,10.0
2018-05-16,5.0
2018-05-17,7.0
2018-05-18,36.0
2018-05-19,43.0
2018-05-20,39.0
2018-05-21,11.0
2018-05-22,15.0
2018-05-23,20.0
2018-05-24,22.0
2018-05-25,24.0
2018-05-26,34.0
2018-05-27,28.0
2018-05-28,27.0
2018-05-29,36.0
2018-05-30,10.0
2018-05-31,15.0
2018-06-01,17.0
2018-06-02,28.0
2018-06-03,44.0
2018-06-04,9.0
2018-06-07,25.0
2018-06-08,14.0
2018-06-09,53.0
2018-06-10,46.0
2018-06-12,18.0
2018-06-13,9.0
2018-06-14,31.0
2018-06-15,44.0
2018-06-16,22.0
2018-06-17,48.0
2018-06-18,9.0
2018-06-19,5.0
2018-06-20,21.0
2018-06-21,17.0
2018-06-22,17.0
2018-06-23,47.0
2018-06-24,35.0
2018-06-25,9.0
2018-06-26,19.0
2018-06-27,13.0
2018-06-28,7.0
2018-06-29,14.0
2018-06-30,47.0
2018-07-01,61.0
2018-07-02,17.0
2018-07-04,9.0
2018-07-05,7.0
2018-07-06,25.0
2018-07-07,30.0
2018-07-08,34.0
2018-07-09,11.0
2018-07-11,12.0
2018-07-12,11.0
2018-07-13,33.0
2018-07-14,31.0
2018-07-15,53.0
2018-07-16,10.0
2018-07-19,22.0
2018-07-20,36.0
2018-07-21,31.0
2018-07-22,39.0
2018-07-23,1.0
2018-07-24,11.0
2018-07-25,3.0
2018-07-26,23.0
2018-07-27,25.0
2018-07-28,41.0
2018-07-29,41.0
2018-07-31,11.0
2018-08-01,6.0
2018-08-02,22.0
2018-08-03,29.0
2018-08-04,44.0
2018-08-05,27.0
2018-08-06,26.0
2018-08-07,6.0
2018-08-08,34.0
2018-08-10,24.0
2018-08-11,26.0
2018-08-12,36.0
2018-08-13,7.0
2018-08-14,5.0
2018-08-16,15.0
2018-08-17,34.0
2018-08-18,39.0
2018-08-20,9.0
2018-08-21,20.0
2018-08-22,33.0
2018-08-23,20.0
2018-08-24,21.0
2018-08-25,60.0
2018-08-26,28.0
2018-08-28,5.0
2018-08-29,16.0
2018-08-30,19.0
2018-08-31,15.0
2018-09-01,45.0
2018-09-02,35.0
2018-09-03,11.0
2018-09-04,13.0
2018-09-05,14.0
2018-09-06,9.0
2018-09-07,26.0
2018-09-08,34.0
2018-09-10,12.0
2018-09-11,11.0
2018-09-12,10.0
2018-09-13,13.0
2018-09-14,30.0
2018-09-15,41.0
2018-09-16,46.0
2018-09-17,15.0
2018-09-18,10.0
2018-09-19,13.0
2018-09-20,21.0
2018-09-21,23.0
2018-09-22,30.0
2018-09-23,38.0
2018-09-24,13.0
2018-09-25,4.0
2018-09-26,6.0
2018-09-28,25.0
2018-09-29,40.0
2018-09-30,38.0
2018-10-01,16.0
2018-10-02,16.0
2018-10-03,19.0
2018-10-05,27.0
2018-10-06,41.0
2018-10-07,36.0
2018-10-08,7.0
2018-10-10,6.0
2018-10-11,16.0
2018-10-12,29.0
2018-10-13,63.0
2018-10-14,52.0
2018-10-15,11.0
2018-10-16,12.0
2018-10-17,15.0
