ds,y
2018-01-01,10.0
2018-01-02,3.5
2018-01-03,5.5
2018-01-04,4.0
2018-01-05,9.5
2018-01-06,13.0
2018-01-07,9.0
2018-01-08,4.5
2018-01-09,5.5
2018-01-10,6.5
2018-01-11,3.5
2018-01-12,8.5
2018-01-13,17.0
2018-01-14,6.5
2018-01-15,6.0
2018-01-16,2.5
2018-01-17,5.5
2018-01-18,9.5
2018-01-19,6.5
2018-01-20,7.5
2018-01-21,7.0
2018-01-22,4.0
2018-01-23,5.0
2018-01-24,4.0
2018-01-25,9.0
2018-01-26,10.5
2018-01-27,9.5
2018-01-28,8.0
2018-01-29,4.5
2018-01-30,4.5
2018-01-31,7.5
2018-02-01,3.5
2018-02-02,13.0
2018-02-03,10.5
2018-02-04,8.0
2018-02-05,5.0
2018-02-06,2.5
2018-02-07,7.0
2018-02-08,8.0
2018-02-09,11.5
2018-02-10,13.5
2018-02-11,9.5
2018-02-12,10.0
2018-02-13,4.5
2018-02-14,5.5
2018-02-15,14.0
2018-02-16,10.5
2018-02-17,7.0
2018-02-18,13.0
2018-02-19,10.0
2018-02-20,7.0
2018-02-21,6.0
2018-02-22,7.5
2018-02-23,9.5
2018-02-24,13.5
2018-02-25,6.5
2018-02-26,7.5
2018-02-27,9.5
2018-02-28,6.5
2018-03-01,8.0
2018-03-02,10.0
2018-03-03,10.0
2018-03-04,8.0
2018-03-05,2.0
2018-03-06,6.0
2018-03-07,5.5
2018-03-08,4.0
2018-03-09,9.5
2018-03-10,10.0
2018-03-11,5.5
2018-03-12,3.5
2018-03-13,5.5
2018-03-14,7.0
2018-03-15,5.0
2018-03-16,4.5
2018-03-17,6.0
2018-03-18,5.5
2018-03-19,3.0
2018-03-20,6.5
2018-03-21,2.5
2018-03-22,7.5
2018-03-23,10.0
2018-03-24,13.5
2018-03-25,3.0
2018-03-26,6.5
2018-03-27,4.0
2018-03-28,5.0
2018-03-29,12.0
2018-03-30,11.0
2018-03-31,9.0
2018-04-01,8.5
2018-04-02,3.0
2018-04-03,3.0
2018-04-04,8.0
2018-04-05,4.0
2018-04-06,10.0
2018-04-07,11.5
2018-04-08,9.0
2018-04-09,2.5
2018-04-10,8.0
2018-04-11,2.0
2018-04-12,7.0
2018-04-13,11.0
2018-04-14,7.0
2018-04-15,4.0
2018-04-16,3.5
2018-04-17,4.0
2018-04-18,5.5
2018-04-19,6.0
2018-04-20,8.0
2018-04-21,5.5
2018-04-22,2.0
2018-04-23,1.5
2018-04-24,5.0
2018-04-25,6.0
2018-04-26,6.0
2018-04-27,9.5
2018-04-28,8.5
2018-04-29,5.0
2018-04-30,7.5
2018-05-01,11.0
2018-05-02,1.5
2018-05-03,2.5
2018-05-04,5.0
2018-05-05,6.5
2018-05-06,7.0
2018-05-07,4.5
2018-05-08,2.0
2018-05-09,2.5
2018-05-10,8.5
2018-05-11,7.0
2018-05-12,8.5
2018-05-13,12.5
2018-05-14,2.5
2018-05-15,8.0
2018-05-16,3.5
2018-05-17,5.5
2018-05-18,9.5
2018-05-19,10.5
2018-05-20,7.5
2018-05-21,2.5
2018-05-22,3.5
2018-05-23,2.0
2018-05-24,1.0
2018-05-25,9.5
2018-05-26,6.5
2018-05-27,3.5
2018-05-28,4.5
2018-05-29,6.0
2018-05-30,4.0
2018-05-31,6.0
2018-06-01,7.5
2018-06-02,9.0
2018-06-03,5.5
2018-06-04,5.5
2018-06-05,2.0
2018-06-06,4.5
2018-06-07,4.5
2018-06-08,6.5
2018-06-09,7.5
2018-06-10,4.5
2018-06-11,5.0
2018-06-12,4.0
2018-06-13,4.5
2018-06-14,6.0
2018-06-15,9.0
2018-06-16,7.5
2018-06-17,11.0
2018-06-18,3.0
2018-06-19,1.5
2018-06-20,5.0
2018-06-21,8.0
2018-06-22,11.0
2018-06-23,9.5
2018-06-24,3.5
2018-06-25,5.5
2018-06-26,4.0
2018-06-27,5.5
2018-06-28,7.0
2018-06-29,10.0
2018-06-30,11.0
2018-07-01,5.5
2018-07-02,4.0
2018-07-03,6.0
2018-07-04,2.5
2018-07-05,5.5
2018-07-06,10.5
2018-07-07,5.5
2018-07-08,7.0
2018-07-09,4.5
2018-07-10,6.5
2018-07-11,2.0
2018-07-12,7.0
2018-07-13,10.0
2018-07-14,6.0
2018-07-15,5.5
2018-07-16,4.0
2018-07-17,6.0
2018-07-18,3.0
2018-07-19,2.0
2018-07-20,5.0
2018-07-21,6.5
2018-07-22,3.5
2018-07-23,3.5
2018-07-24,2.0
2018-07-25,4.5
2018-07-26,4.0
2018-07-27,10.0
2018-07-28,7.5
2018-07-29,7.0
2018-07-30,5.0
2018-07-31,4.5
2018-08-01,4.0
2018-08-02,7.5
2018-08-03,12.0
2018-08-04,7.5
2018-08-05,7.5
2018-08-06,1.5
2018-08-08,8.5
2018-08-09,5.5
2018-08-10,7.0
2018-08-11,4.5
2018-08-12,2.0
2018-08-13,3.0
2018-08-14,3.5
2018-08-15,3.5
2018-08-16,3.0
2018-08-17,6.5
2018-08-18,7.0
2018-08-19,6.5
2018-08-20,2.5
2018-08-21,5.0
2018-08-22,6.5
2018-08-23,7.0
2018-08-24,5.0
2018-08-25,7.5
2018-08-26,3.0
2018-08-27,2.5
2018-08-28,2.0
2018-08-29,2.0
2018-08-30,6.0
2018-08-31,5.0
2018-09-01,7.0
2018-09-02,3.0
2018-09-03,2.5
2018-09-04,6.0
2018-09-05,1.5
2018-09-06,5.5
2018-09-07,3.0
2018-09-08,11.5
2018-09-09,4.5
2018-09-10,2.0
2018-09-11,6.5
2018-09-12,8.5
2018-09-13,4.0
2018-09-14,7.0
2018-09-15,5.0
2018-09-16,4.0
2018-09-17,0.5
2018-09-18,3.0
2018-09-19,2.5
2018-09-20,7.5
2018-09-21,8.0
2018-09-22,6.5
2018-09-23,6.0
2018-09-24,1.0
2018-09-25,2.5
2018-09-26,2.5
2018-09-27,2.5
2018-09-28,7.5
2018-09-29,4.5
2018-09-30,5.0
2018-10-01,2.0
2018-10-02,2.5
2018-10-03,3.0
2018-10-04,4.5
2018-10-05,8.0
2018-10-06,9.0
2018-10-07,4.5
2018-10-08,4.0
2018-10-09,1.5
2018-10-10,3.5
2018-10-11,4.0
2018-10-12,8.5
2018-10-13,7.5
2018-10-14,3.5
2018-10-15,2.0
2018-10-16,1.5
2018-10-17,2.5
2018-10-18,3.0
2018-10-19,6.0
2018-10-20,7.5
2018-10-21,3.0
2018-10-22,3.0
2018-10-23,2.5
2018-10-24,3.5
2018-10-25,4.5
2018-10-26,6.0
2018-10-27,5.5
2018-10-28,5.0
2018-10-29,3.0
2018-10-30,6.0
2018-10-31,8.5
2018-11-01,4.5
2018-11-02,7.5
2018-11-03,6.5
2018-11-04,7.5
2018-11-05,7.0
2018-11-06,6.5
2018-11-07,4.5
2018-11-08,3.0
2018-11-09,3.5
2018-11-10,2.5
2018-11-11,4.5
2018-11-12,3.0
2018-11-13,1.0
2018-11-14,2.0
2018-11-15,5.0
2018-11-16,7.5
2018-11-17,7.0
2018-11-18,2.0
2018-11-19,4.0
2018-11-20,4.0
2018-11-21,5.0
2018-11-22,4.0
2018-11-23,5.0
2018-11-24,6.5
2018-11-25,4.0
2018-11-26,3.5
2018-11-27,3.5
2018-11-28,1.5
2018-11-29,4.0
2018-11-30,8.0
2018-12-01,7.0
2018-12-02,1.5
2018-12-03,1.0
2018-12-04,3.5
2018-12-05,2.5
2018-12-06,6.0
2018-12-07,6.0
2018-12-08,5.0
2018-12-09,7.5
2018-12-10,3.5
2018-12-11,3.5
2018-12-12,8.0
2018-12-13,6.5
2018-12-14,7.0
2018-12-15,6.0
2018-12-16,3.0
2018-12-17,6.5
2018-12-18,2.5
2018-12-19,5.5
2018-12-20,7.0
2018-12-21,8.5
2018-12-22,9.0
2018-12-23,11.0
2018-12-24,9.5
2018-12-25,7.0
2018-12-26,7.5
2018-12-27,6.5
2018-12-28,6.5
2018-12-29,7.5
2018-12-30,5.5
2018-12-31,18.0
2019-01-01,8.5
2019-01-02,2.5
2019-01-03,1.5
2019-01-04,5.0
2019-01-05,5.5
2019-01-06,3.0
2019-01-07,3.5
2019-01-08,3.5
2019-01-09,4.0
2019-01-10,3.5
2019-01-11,9.5
2019-01-12,7.0
2019-01-13,3.0
2019-01-14,5.0
2019-01-15,4.0
2019-01-16,3.0
2019-01-17,4.0
2019-01-18,9.0
2019-01-19,5.5
2019-01-20,2.5
2019-01-21,2.5
2019-01-22,4.5
2019-01-23,4.0
2019-01-24,4.0
2019-01-25,9.0
2019-01-26,5.5
2019-01-27,9.0
2019-01-28,2.5
2019-01-29,6.5
2019-01-30,8.5
2019-01-31,5.5
2019-02-01,7.0
2019-02-02,2.5
2019-02-03,5.5
2019-02-04,11.0
2019-02-05,8.0
2019-02-06,10.0
