ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-01-01,3.621808834930485,2.0921242376694114,4.78618031868671,3.621808834930485,3.621808834930485,-0.03617961878010877,-0.03617961878010877,-0.03617961878010877,-0.03617961878010877,-0.03617961878010877,-0.03617961878010877,0.0,0.0,0.0,3.49077317198827
2018-01-02,3.6215770810315266,1.7563647214261007,4.573032158220578,3.6215770810315266,3.6215770810315266,-0.13164710491180948,-0.13164710491180948,-0.13164710491180948,-0.13164710491180948,-0.13164710491180948,-0.13164710491180948,0.0,0.0,0.0,3.1448069430987644
2018-01-03,3.621345327132569,1.6799362042651225,4.514106077873052,3.621345327132569,3.621345327132569,-0.1381600513534628,-0.1381600513534628,-0.1381600513534628,-0.1381600513534628,-0.1381600513534628,-0.1381600513534628,0.0,0.0,0.0,3.121020070767311
2018-01-04,3.6211135732336106,1.8459090322645386,4.602495548214708,3.6211135732336106,3.6211135732336106,-0.12089248410864503,-0.12089248410864503,-0.12089248410864503,-0.12089248410864503,-0.12089248410864503,-0.12089248410864503,0.0,0.0,0.0,3.1833481581258676
2018-01-05,3.6208818193346524,2.9054605465265118,5.6775548386443,3.6208818193346524,3.6208818193346524,0.16563953786815186,0.16563953786815186,0.16563953786815186,0.16563953786815186,0.16563953786815186,0.16563953786815186,0.0,0.0,0.0,4.220643010564437
2018-01-06,3.620650065435695,3.0662369447390287,6.04223270649819,3.620650065435695,3.620650065435695,0.23020395482920192,0.23020395482920192,0.23020395482920192,0.23020395482920192,0.23020395482920192,0.23020395482920192,0.0,0.0,0.0,4.454138029551601
2018-01-07,3.6204183115367368,2.3403153680337927,5.200116137907679,3.6204183115367368,3.6204183115367368,0.031035766457289587,0.031035766457289587,0.031035766457289587,0.031035766457289587,0.031035766457289587,0.031035766457289587,0.0,0.0,0.0,3.7327807687312857
2018-01-08,3.6201865576377785,2.0499651075949177,4.756353590304009,3.6201865576377785,3.6201865576377785,-0.036179618779897685,-0.036179618779897685,-0.036179618779897685,-0.036179618779897685,-0.036179618779897685,-0.036179618779897685,0.0,0.0,0.0,3.4892095880703335
2018-01-09,3.6199548037388207,1.7235051367918435,4.5888739673812475,3.6199548037388207,3.6199548037388207,-0.1316471049118327,-0.1316471049118327,-0.1316471049118327,-0.1316471049118327,-0.1316471049118327,-0.1316471049118327,0.0,0.0,0.0,3.1433982339149233
2018-01-10,3.6197230498398625,1.707508751973103,4.567193527727991,3.6197230498398625,3.6197230498398625,-0.138160051353515,-0.138160051353515,-0.138160051353515,-0.138160051353515,-0.138160051353515,-0.138160051353515,0.0,0.0,0.0,3.119621927388485
