ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-04-15,1.7138701573217747,0.9995924068717369,2.2907940559128535,1.7138701573217747,1.7138701573217747,-0.03632475694847952,-0.03632475694847952,-0.03632475694847952,0.021658390597674545,0.021658390597674545,0.021658390597674545,-0.057983147546154065,-0.057983147546154065,-0.057983147546154065,0.0,0.0,0.0,1.651614240415809
2018-04-16,1.71382662388832,0.6872273878753066,2.033905045193825,1.71382662388832,1.71382662388832,-0.22529956642563848,-0.22529956642563848,-0.22529956642563848,-0.18929696974729196,-0.18929696974729196,-0.18929696974729196,-0.03600259667834651,-0.03600259667834651,-0.03600259667834651,0.0,0.0,0.0,1.3277022285975657
2018-04-17,1.7137830904548652,0.80832626350069,2.100191736605389,1.7137830904548652,1.7137830904548652,-0.17284732986384924,-0.17284732986384924,-0.17284732986384924,-0.1593238317626052,-0.1593238317626052,-0.1593238317626052,-0.013523498101244024,-0.013523498101244024,-0.013523498101244024,0.0,0.0,0.0,1.4175602593039263
2018-04-19,1.7136960235879557,0.9221613579640724,2.206578637878858,1.7136960235879557,1.7136960235879557,-0.07737359141406036,-0.07737359141406036,-0.07737359141406036,-0.10834421847664526,-0.10834421847664526,-0.10834421847664526,0.03097062706258489,0.03097062706258489,0.03097062706258489,0.0,0.0,0.0,1.5811012076509614
2018-04-20,1.7136524901545012,1.6385171575002548,3.0091919556220854,1.7136524901545012,1.7136524901545012,0.3624083699764027,0.3624083699764027,0.3624083699764027,0.3103960481507438,0.3103960481507438,0.3103960481507438,0.052012321825658875,0.052012321825658875,0.052012321825658875,0.0,0.0,0.0,2.334694495817397
2018-04-21,1.7136089567210462,1.7994625197002692,3.043399062685182,1.7136089567210462,1.7136089567210462,0.4047020948879817,0.4047020948879817,0.4047020948879817,0.3330714757793944,0.3330714757793944,0.3330714757793944,0.07163061910858734,0.07163061910858734,0.07163061910858734,0.0,0.0,0.0,2.4071100913248626
2018-04-22,1.7135654232875916,1.2427985553631657,2.5998269600014465,1.7135654232875916,1.7135654232875916,0.1110583586247671,0.1110583586247671,0.1110583586247671,0.02165839059739655,0.02165839059739655,0.02165839059739655,0.08939996802737055,0.08939996802737055,0.08939996802737055,0.0,0.0,0.0,1.9038711865940658
2018-04-25,1.7134348229872272,0.9198385433274663,2.2037175181436033,1.7134348229872272,1.7134348229872272,-0.08008600890109659,-0.08008600890109659,-0.08008600890109659,-0.2081608945403155,-0.2081608945403155,-0.2081608945403155,0.12807488563921893,0.12807488563921893,0.12807488563921893,0.0,0.0,0.0,1.576212666502023
2018-04-26,1.7133912895537726,1.116043864875692,2.404946077077629,1.7133912895537726,1.7133912895537726,0.02686060871694949,0.02686060871694949,0.02686060871694949,-0.10834421847716928,-0.10834421847716928,-0.10834421847716928,0.13520482719411878,0.13520482719411878,0.13520482719411878,0.0,0.0,0.0,1.7594140225615058
2018-04-27,1.7133477561203179,1.851784201202895,3.1513857836630144,1.7133477561203179,1.7133477561203179,0.44957690905771025,0.44957690905771025,0.44957690905771025,0.31039604815095456,0.31039604815095456,0.31039604815095456,0.13918086090675572,0.13918086090675572,0.13918086090675572,0.0,0.0,0.0,2.483629344457854
2018-04-29,1.7132606892534084,1.3472747071046685,2.6383627887346615,1.7132606892534084,1.7132606892534084,0.15918443956230266,0.15918443956230266,0.15918443956230266,0.021658390597118535,0.021658390597118535,0.021658390597118535,0.13752604896518414,0.13752604896518414,0.13752604896518414,0.0,0.0,0.0,1.9859851318963366
2018-05-01,1.7131736223864988,0.9839013937966214,2.2675374289613894,1.7131736223864988,1.7131736223864988,-0.03577120261651228,-0.03577120261651228,-0.03577120261651228,-0.15932383176264636,-0.15932383176264636,-0.15932383176264636,0.12355262914613409,0.12355262914613409,0.12355262914613409,0.0,0.0,0.0,1.6518913416228471
2018-05-02,1.7131300889530443,0.9030867659571452,2.2502730549292194,1.7131300889530443,1.7131300889530443,-0.09577075753415004,-0.09577075753415004,-0.09577075753415004,-0.20816089454031478,-0.20816089454031478,-0.20816089454031478,0.11239013700616474,0.11239013700616474,0.11239013700616474,0.0,0.0,0.0,1.5490623225794655
2018-05-03,1.7130865555195895,1.056813298670526,2.3755340897148063,1.7130865555195895,1.7130865555195895,-0.009539511846910542,-0.009539511846910542,-0.009539511846910542,-0.1083442184768636,-0.1083442184768636,-0.1083442184768636,0.09880470662995305,0.09880470662995305,0.09880470662995305,0.0,0.0,0.0,1.6967445460284272
2018-05-04,1.7130430220861348,1.731922943066002,3.067925845279595,1.7130430220861348,1.7130430220861348,0.3935284022160657,0.3935284022160657,0.3935284022160657,0.3103960481512013,0.3103960481512013,0.3103960481512013,0.08313235406486441,0.08313235406486441,0.08313235406486441,0.0,0.0,0.0,2.3871741054950717
2018-05-05,1.71299948865268,1.713819193918041,3.025698125068217,1.71299948865268,1.71299948865268,0.3988224279579532,0.3988224279579532,0.3988224279579532,0.33307147577908613,0.33307147577908613,0.33307147577908613,0.06575095217886706,0.06575095217886706,0.06575095217886706,0.0,0.0,0.0,2.396182103807874
2018-05-06,1.712955955128096,1.1761312296209527,2.4367771822001236,1.712955955128096,1.712955955128096,0.06872889376722564,0.06872889376722564,0.06872889376722564,0.021658390597639667,0.021658390597639667,0.021658390597639667,0.04707050316958598,0.04707050316958598,0.04707050316958598,0.0,0.0,0.0,1.8306855229960315
2018-05-07,1.7129124216035119,0.7904655302200457,2.060995803793546,1.7129124216035119,1.7129124216035119,-0.16177416145565862,-0.16177416145565862,-0.16177416145565862,-0.1892969697472053,-0.1892969697472053,-0.1892969697472053,0.027522808291546685,0.027522808291546685,0.027522808291546685,0.0,0.0,0.0,1.435807450951622
2018-05-11,1.7127382875051758,1.4606213291722197,2.818611737098703,1.7127382875051758,1.7127382875051758,0.25985873374278007,0.25985873374278007,0.25985873374278007,0.310396048150134,0.310396048150134,0.310396048150134,-0.05053731440735395,-0.05053731440735395,-0.05053731440735395,0.0,0.0,0.0,2.157808290129048
2018-05-13,1.7126512204560076,0.962799236652761,2.2408207357439127,1.7126512204560076,1.7126512204560076,-0.06205245511277844,-0.06205245511277844,-0.06205245511277844,0.02165839059727167,0.02165839059727167,0.02165839059727167,-0.08371084571005011,-0.08371084571005011,-0.08371084571005011,0.0,0.0,0.0,1.606377007474816
2018-05-14,1.7126076869314235,0.5321774949157627,1.8255375999833314,1.7126076869314235,1.7126076869314235,-0.28689838686251223,-0.28689838686251223,-0.28689838686251223,-0.18929696974732244,-0.18929696974732244,-0.18929696974732244,-0.09760141711518977,-0.09760141711518977,-0.09760141711518977,0.0,0.0,0.0,1.2212633042224597
2018-05-15,1.7125641534068394,0.6181026371297355,1.895753285693874,1.7125641534068394,1.7125641534068394,-0.26866662193433477,-0.26866662193433477,-0.26866662193433477,-0.1593238317627289,-0.1593238317627289,-0.1593238317627289,-0.10934279017160581,-0.10934279017160581,-0.10934279017160581,0.0,0.0,0.0,1.25245532746519
2018-05-17,1.7124770863576713,0.6928217377418092,1.932843130176706,1.7124770863576713,1.7124770863576713,-0.2339958003417091,-0.2339958003417091,-0.2339958003417091,-0.10834421847698697,-0.10834421847698697,-0.10834421847698697,-0.12565158186472214,-0.12565158186472214,-0.12565158186472214,0.0,0.0,0.0,1.3117646399685698
2018-05-18,1.7124335528330872,1.3898498166461484,2.6592973471287986,1.7124335528330872,1.7124335528330872,0.1803937065707212,0.1803937065707212,0.1803937065707212,0.3103960481503809,0.3103960481503809,0.3103960481503809,-0.13000234157965967,-0.13000234157965967,-0.13000234157965967,0.0,0.0,0.0,2.021345788684717
