ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-01-01,10.102403887068025,7.128149726919388,12.705837415098255,10.102403887068025,10.102403887068025,-0.020477084701428516,-0.020477084701428516,-0.020477084701428516,-0.07687489523170474,-0.07687489523170474,-0.07687489523170474,0.05639781053027622,0.05639781053027622,0.05639781053027622,0.0,0.0,0.0,9.895536106984492
2018-01-02,10.099415940614097,7.210737705856069,12.602374172265689,10.099415940614097,10.099415940614097,-0.0032982554881144724,-0.0032982554881144724,-0.0032982554881144724,-0.04564000591354717,-0.04564000591354717,-0.04564000591354717,0.0423417504254327,0.0423417504254327,0.0423417504254327,0.0,0.0,0.0,10.066105486561217
2018-01-03,10.096427994160168,7.089758176462556,12.502296932027535,10.096427994160168,10.096427994160168,-0.024637889967698445,-0.024637889967698445,-0.024637889967698445,-0.05263817063022906,-0.05263817063022906,-0.05263817063022906,0.02800028066253062,0.02800028066253062,0.02800028066253062,0.0,0.0,0.0,9.84767331217326
2018-01-04,10.093440047706242,7.139903077168093,12.53320696305642,10.093440047706242,10.093440047706242,-0.026160141159007708,-0.026160141159007708,-0.026160141159007708,-0.03972539665273169,-0.03972539665273169,-0.03972539665273169,0.013565255493723985,0.013565255493723985,0.013565255493723985,0.0,0.0,0.0,9.829394231278265
2018-01-05,10.090452101252314,8.549627217028755,14.176565784951494,10.090452101252314,10.090452101252314,0.13613067867725437,0.13613067867725437,0.13613067867725437,0.13689918572057466,0.13689918572057466,0.13689918572057466,-0.0007685070433203055,-0.0007685070433203055,-0.0007685070433203055,0.0,0.0,0.0,11.46407219395612
2018-01-06,10.087464154798385,7.731919695228957,13.406675883002716,10.087464154798385,10.087464154798385,0.041268482919936775,0.041268482919936775,0.041268482919936775,0.056075186908058766,0.056075186908058766,0.056075186908058766,-0.014806703988121986,-0.014806703988121986,-0.014806703988121986,0.0,0.0,0.0,10.503758496976156
2018-01-07,10.084476208344457,7.0299248569195605,12.6870331384901,10.084476208344457,10.084476208344457,-0.006454961019528242,-0.006454961019528242,-0.006454961019528242,0.021904095799635894,0.021904095799635894,0.021904095799635894,-0.028359056819164133,-0.028359056819164133,-0.028359056819164133,0.0,0.0,0.0,10.019381307517234
2018-01-08,10.081488261890529,6.147525295454046,11.702670360005865,10.081488261890529,10.081488261890529,-0.1181176781409301,-0.1181176781409301,-0.1181176781409301,-0.07687489523140853,-0.07687489523140853,-0.07687489523140853,-0.041242782909521575,-0.041242782909521575,-0.041242782909521575,0.0,0.0,0.0,8.890686276190978
2018-01-09,10.0785003154366,6.408609740319417,11.969448605000345,10.0785003154366,10.0785003154366,-0.09892596603827114,-0.09892596603827114,-0.09892596603827114,-0.045640005913332386,-0.045640005913332386,-0.045640005913332386,-0.05328596012493876,-0.05328596012493876,-0.05328596012493876,0.0,0.0,0.0,9.081474935515015
2018-01-10,10.075512368982674,6.105760812214542,11.553308450066996,10.075512368982674,10.075512368982674,-0.11696888718869054,-0.11696888718869054,-0.11696888718869054,-0.052638170630166854,-0.052638170630166854,-0.052638170630166854,-0.0643307165585237,-0.0643307165585237,-0.0643307165585237,0.0,0.0,0.0,8.896990899326882
2018-01-11,10.072524422528746,6.312151601486602,11.79562846371417,10.072524422528746,10.072524422528746,-0.11396157649918023,-0.11396157649918023,-0.11396157649918023,-0.039725396652699835,-0.039725396652699835,-0.039725396652699835,-0.0742361798464804,-0.0742361798464804,-0.0742361798464804,0.0,0.0,0.0,8.924643660010874
2018-01-12,10.069536476074816,7.9475477425586325,13.470782078283145,10.069536476074816,10.069536476074816,0.054018061273927026,0.054018061273927026,0.054018061273927026,0.13689918572065451,0.13689918572065451,0.13689918572065451,-0.08288112444672749,-0.08288112444672749,-0.08288112444672749,0.0,0.0,0.0,10.613473314439467
2018-01-13,10.066548529620889,6.98481995062397,12.681683077991257,10.066548529620889,10.066548529620889,-0.034091073716930306,-0.034091073716930306,-0.034091073716930306,0.05607518690814414,0.05607518690814414,0.05607518690814414,-0.09016626062507445,-0.09016626062507445,-0.09016626062507445,0.0,0.0,0.0,9.723369081622526
2018-01-14,10.06356058316696,6.8413926351311565,11.971613005798364,10.06356058316696,10.06356058316696,-0.07411201979207285,-0.07411201979207285,-0.07411201979207285,0.021904095799532123,0.021904095799532123,0.021904095799532123,-0.09601611559160497,-0.09601611559160497,-0.09601611559160497,0.0,0.0,0.0,9.317729782048566
2018-01-15,10.060572636713031,5.4838010164896716,11.124803381838515,10.060572636713031,10.060572636713031,-0.17725536036623704,-0.17725536036623704,-0.17725536036623704,-0.07687489523159495,-0.07687489523159495,-0.07687489523159495,-0.10038046513464208,-0.10038046513464208,-0.10038046513464208,0.0,0.0,0.0,8.27728220850176
2018-01-16,10.057584690259105,5.767414125547083,11.096595205927741,10.057584690259105,10.057584690259105,-0.1488752889645629,-0.1488752889645629,-0.1488752889645629,-0.04564000591338695,-0.04564000591338695,-0.04564000591338695,-0.10323528305117594,-0.10323528305117594,-0.10323528305117594,0.0,0.0,0.0,8.560258863211217
2018-01-17,10.054596743805178,5.621734178456038,11.285310198287346,10.054596743805178,10.054596743805178,-0.15722135611421623,-0.15722135611421623,-0.15722135611421623,-0.05263817063010467,-0.05263817063010467,-0.05263817063010467,-0.10458318548411155,-0.10458318548411155,-0.10458318548411155,0.0,0.0,0.0,8.473799408562545
2018-01-18,10.051608797351248,5.884593725230481,11.524740403552409,10.051608797351248,10.051608797351248,-0.14417875438944436,-0.14417875438944436,-0.14417875438944436,-0.03972539665267889,-0.03972539665267889,-0.03972539665267889,-0.10445335773676548,-0.10445335773676548,-0.10445335773676548,0.0,0.0,0.0,8.602380361339163
2018-01-19,10.04862085089732,7.746498661723696,13.270511338170772,10.04862085089732,10.04862085089732,0.03399822371055829,0.03399822371055829,0.03399822371055829,0.1368991857205759,0.1368991857205759,0.1368991857205759,-0.10290096201001762,-0.10290096201001762,-0.10290096201001762,0.0,0.0,0.0,10.390256110568707
2018-01-20,10.045632904443394,6.693359689293816,12.229412645899197,10.045632904443394,10.045632904443394,-0.043930848646721726,-0.043930848646721726,-0.043930848646721726,0.056075186908060085,0.056075186908060085,0.056075186908060085,-0.10000603555478181,-0.10000603555478181,-0.10000603555478181,0.0,0.0,0.0,9.604319725757763
2018-01-21,10.04264495811066,6.752553952812568,12.114977069309791,10.04264495811066,10.04264495811066,-0.07396780389734617,-0.07396780389734617,-0.07396780389734617,0.02190409579942836,0.02190409579942836,0.02190409579942836,-0.09587189969677452,-0.09587189969677452,-0.09587189969677452,0.0,0.0,0.0,9.29981256523846
2018-01-22,10.039657011777928,5.77139497170149,11.168434442245214,10.039657011777928,10.039657011777928,-0.16749800604843665,-0.16749800604843665,-0.16749800604843665,-0.07687489523153918,-0.07687489523153918,-0.07687489523153918,-0.09062311081689747,-0.09062311081689747,-0.09062311081689747,0.0,0.0,0.0,8.358034480894919
2018-01-23,10.036669065445198,6.059598315352071,11.655850834222724,10.036669065445198,10.036669065445198,-0.13004300032105628,-0.13004300032105628,-0.13004300032105628,-0.04564000591344152,-0.04564000591344152,-0.04564000591344152,-0.08440299440761476,-0.08440299440761476,-0.08440299440761476,0.0,0.0,0.0,8.731470506945172
