ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-01-01,7.269792290778212,5.0671545183809,10.747451742708224,7.269792290778212,7.269792290778212,0.0977365059036032,0.0977365059036032,0.0977365059036032,0.06446289716311399,0.06446289716311399,0.06446289716311399,0.03327360874048923,0.03327360874048923,0.03327360874048923,0.0,0.0,0.0,7.980316387923827
2018-01-05,7.246844879611811,5.8660920506051735,11.684400998005962,7.246844879611811,7.246844879611811,0.2017401901123254,0.2017401901123254,0.2017401901123254,0.13684567153570942,0.13684567153570942,0.13684567153570942,0.06489451857661599,0.06489451857661599,0.06489451857661599,0.0,0.0,0.0,8.70882474333923
2018-01-06,7.241108026820211,6.293603343651691,12.11027432338023,7.241108026820211,7.241108026820211,0.2654586069286191,0.2654586069286191,0.2654586069286191,0.19166044387436654,0.19166044387436654,0.19166044387436654,0.07379816305425256,0.07379816305425256,0.07379816305425256,0.0,0.0,0.0,9.163322476239546
2018-01-07,7.235371174028611,5.69501533272698,11.356077022151991,7.235371174028611,7.235371174028611,0.1899214404636392,0.1899214404636392,0.1899214404636392,0.10708599868699889,0.10708599868699889,0.10708599868699889,0.08283544177664032,0.08283544177664032,0.08283544177664032,0.0,0.0,0.0,8.609523289689216
2018-01-08,7.229634321237011,5.529640025452424,11.091117781896,7.229634321237011,7.229634321237011,0.15631325278747296,0.15631325278747296,0.15631325278747296,0.06446289716319181,0.06446289716319181,0.06446289716319181,0.09185035562428115,0.09185035562428115,0.09185035562428115,0.0,0.0,0.0,8.359721978453521
2018-01-09,7.2238974684454105,3.5830502237528505,9.496763300205476,7.2238974684454105,7.2238974684454105,-0.10197080916503194,-0.10197080916503194,-0.10197080916503194,-0.20264935001894563,-0.20264935001894563,-0.20264935001894563,0.1006785408539137,0.1006785408539137,0.1006785408539137,0.0,0.0,0.0,6.487270798262806
2018-01-10,7.21816061565381,3.222863966880109,8.871163983450638,7.21816061565381,7.21816061565381,-0.15782322019464098,-0.15782322019464098,-0.15782322019464098,-0.2669742273692646,-0.2669742273692646,-0.2669742273692646,0.10915100717462364,0.10915100717462364,0.10915100717462364,0.0,0.0,0.0,6.078967263409193
2018-01-11,7.21242376286221,4.800781247405504,10.778023415205595,7.21242376286221,7.21242376286221,0.08666679446771947,0.08666679446771947,0.08666679446771947,-0.030431433872061438,-0.030431433872061438,-0.030431433872061438,0.1170982283397809,0.1170982283397809,0.1170982283397809,0.0,0.0,0.0,7.837501410732285
2018-01-12,7.206686910070609,6.131708821556231,11.991871152500478,7.206686910070609,7.206686910070609,0.2612001530342852,0.2612001530342852,0.2612001530342852,0.1368456715357441,0.1368456715357441,0.1368456715357441,0.12435448149854107,0.12435448149854107,0.12435448149854107,0.0,0.0,0.0,9.089074633851231
2018-01-13,7.200950057279009,6.751394164140075,12.12562607993771,7.200950057279009,7.200950057279009,0.32242276286792265,0.32242276286792265,0.32242276286792265,0.19166044387437497,0.19166044387437497,0.19166044387437497,0.13076231899354762,0.13076231899354762,0.13076231899354762,0.0,0.0,0.0,9.522700270020833
